ProjectReference,FundingOrgName,ProjectCategory,ParentOrgName,SectorParentOrg,CountryParentOrg,YearCollaborationStarted,AwardExpenditurePoundsMainProject
MR/M010392/1,MRC,Research Grant,European Hematology Association (EHA),Charity/Non Profit,Netherlands,2017,526177
MR/M010392/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2015,526177
MR/M010392/1,MRC,Research Grant,The Wellcome Trust Sanger Institute,Charity/Non Profit,United Kingdom,2018,526177
MR/M010392/1,MRC,Research Grant,University of Bologna,Academic/University,Italy,2017,526177
MR/M010392/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2015,526177
MR/M010392/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2015,526177
MR/M010392/1,MRC,Research Grant,University of Salamanca,Academic/University,Spain,2017,526177
MR/M010767/1,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2015,432760
MR/M010767/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2013,432760
MR/M010767/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2016,432760
MR/M010767/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2014,432760
MR/M010767/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2013,432760
MR/M010767/1,MRC,Research Grant,Virginia Commonwealth University,Academic/University,United States,2017,432760
MR/M010937/1,MRC,Research Grant,Diamond Light Source,Private,United Kingdom,2018,585001
MR/M010937/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2018,585001
MR/M012328/2,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2019,1245904
MR/M012328/2,MRC,Research Grant,MRC Harwell,Academic/University,United Kingdom,2018,1245904
MR/M012328/2,MRC,Research Grant,SHIELD AMR Research Consortium,Charity/Non Profit,NA,2017,1245904
MR/M012328/2,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2019,1245904
MR/M012964/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2008,237939
MR/M012964/1,MRC,Research Grant,National Institutes of Health (NIH),Public,United States,2016,237939
MR/M012964/1,MRC,Research Grant,Psychiatric GWAS Consortium (PGC),Academic/University,Global,2008,237939
MR/M012964/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2009,237939
MR/M016579/1,MRC,Research Grant,Aerocrine,Private,Sweden,2015,4836444
MR/M016579/1,MRC,Research Grant,AlveoliX AG,Private,Switzerland,2019,4836444
MR/M016579/1,MRC,Research Grant,Amgen Inc,Private,United States,2015,4836444
MR/M016579/1,MRC,Research Grant,Amsterdam Medical Center,Hospitals,Netherlands,2019,4836444
MR/M016579/1,MRC,Research Grant,Asthma UK,Charity/Non Profit,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,Austrian Society of Pneumology,Learned Society,Austria,2019,4836444
MR/M016579/1,MRC,Research Grant,Barts Health NHS Trust,Public,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Belfast City Hospital,Hospitals,United Kingdom,2018,4836444
MR/M016579/1,MRC,Research Grant,Birmingham Heartlands Hospital,Hospitals,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Bispebjerg Hospital,Hospitals,Denmark,2019,4836444
MR/M016579/1,MRC,Research Grant,Boehringer Ingelheim,Private,Germany,2015,4836444
MR/M016579/1,MRC,Research Grant,Cavan General Hospital,Hospitals,Ireland,2018,4836444
MR/M016579/1,MRC,Research Grant,Center for Biomedical Research Network,Academic/University,Spain,2019,4836444
MR/M016579/1,MRC,Research Grant,Daisy Hill Hospital,Hospitals,United Kingdom,2018,4836444
MR/M016579/1,MRC,Research Grant,EURICE,Public,Germany,2019,4836444
MR/M016579/1,MRC,Research Grant,European Lung Foundation,Charity/Non Profit,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,European Respiratory Society (ERS),Charity/Non Profit,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,"Genentech, Inc",Private,United States,2015,4836444
MR/M016579/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2015,4836444
MR/M016579/1,MRC,Research Grant,Heart of England NHS Foundation Trust,Public,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,Imperial College Healthcare NHS Trust,Hospitals,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,Janssen Research & Development,Private,Global,2015,4836444
MR/M016579/1,MRC,Research Grant,Karolinska Institute,Academic/University,Sweden,2019,4836444
MR/M016579/1,MRC,Research Grant,King's College London,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,Letterkenny General Hospital,Hospitals,Ireland,2018,4836444
MR/M016579/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,MedImmune,Private,United States,2015,4836444
MR/M016579/1,MRC,Research Grant,Meyer Children's Hospital,Academic/University,Italy,2019,4836444
MR/M016579/1,MRC,Research Grant,Newcastle upon Tyne Hospitals NHS Foundation Trust,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,NHS Greater Glasgow and Clyde (NHSGGC),Public,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,"Niche.com, Inc.",Private,United States,2015,4836444
MR/M016579/1,MRC,Research Grant,Our Lady of Lourdes Hospital,Hospitals,Ireland,2018,4836444
MR/M016579/1,MRC,Research Grant,Owlstone Ltd,Private,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Philipp University of Marburg,Academic/University,Germany,2019,4836444
MR/M016579/1,MRC,Research Grant,Portsmouth Hospitals NHS Trust,Public,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Queen's University of Belfast,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,Royal Brompton & Harefield NHS Foundation Trust,Public,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Royal Brompton Hospital,Hospitals,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,Royal College of Surgeons in Ireland,Academic/University,Ireland,2018,4836444
MR/M016579/1,MRC,Research Grant,South West Acute Hospital,Hospitals,United Kingdom,2018,4836444
MR/M016579/1,MRC,Research Grant,The French Respiratory Society,Charity/Non Profit,France,2019,4836444
MR/M016579/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,University Medical Center Gronigen,Hospitals,Netherlands,2019,4836444
MR/M016579/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,University of Leicester,Academic/University,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,University of Lodz,Academic/University,Poland,2019,4836444
MR/M016579/1,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2015,4836444
MR/M016579/1,MRC,Research Grant,University of Southampton,Academic/University,United Kingdom,2019,4836444
MR/M016579/1,MRC,Research Grant,Vitalograph,Private,Global,2015,4836444
MR/M017397/1,MRC,Research Grant,"Assuit University Hospital, Egypt",Hospitals,Egypt,2015,153852
MR/M017397/1,MRC,Research Grant,"Christian Medical College, Vellore",Academic/University,India,2015,153852
MR/M017397/1,MRC,Research Grant,Kenyatta University,Academic/University,Kenya,2015,153852
MR/M017397/1,MRC,Research Grant,Mbale Regional Hospital,Hospitals,Uganda,2015,153852
MR/M017397/1,MRC,Research Grant,Sobhraj Maternity Hospital,Hospitals,Pakistan,2015,153852
MR/M017397/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2015,153852
MR/M019217/1,MRC,Research Grant,Auburn University,Academic/University,United States,2019,373002
MR/M019217/1,MRC,Research Grant,Canadian Institutes of Health Research,Public,Canada,2014,373002
MR/M019217/1,MRC,Research Grant,Columbia University,Academic/University,United States,2015,373002
MR/M019217/1,MRC,Research Grant,Francis Crick Institute,Academic/University,United Kingdom,2018,373002
MR/M019217/1,MRC,Research Grant,"Genentech, Inc",Private,United States,2019,373002
MR/M019217/1,MRC,Research Grant,GlaxoSmithKline (GSK),Private,Global,2016,373002
MR/M019217/1,MRC,Research Grant,Harvard University,Academic/University,United States,2016,373002
MR/M019217/1,MRC,Research Grant,Institute of Cancer Research,Public,United Kingdom,2016,373002
MR/M019217/1,MRC,Research Grant,Klinikum der Universität München,Academic/University,Germany,2016,373002
MR/M019217/1,MRC,Research Grant,Max Planck Society,Academic/University,Germany,2014,373002
MR/M019217/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2015,373002
MR/M019217/1,MRC,Research Grant,Technical University of Denmark,Academic/University,Denmark,2017,373002
MR/M019217/1,MRC,Research Grant,The Walter and Eliza Hall Institute of Medical Research (WEHI),Academic/University,Australia,2016,373002
MR/M019217/1,MRC,Research Grant,University College Dublin,Academic/University,Ireland,2015,373002
MR/M019217/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2016,373002
MR/M019217/1,MRC,Research Grant,University of Basel,Academic/University,Switzerland,2014,373002
MR/M019217/1,MRC,Research Grant,University of Cologne,Academic/University,Germany,2016,373002
MR/M019217/1,MRC,Research Grant,University of Ghent,Academic/University,Belgium,2016,373002
MR/M019217/1,MRC,Research Grant,University of Lausanne,Academic/University,Switzerland,2016,373002
MR/M019217/1,MRC,Research Grant,University of Michigan,Academic/University,United States,2014,373002
MR/M019829/1,MRC,Research Grant,Cancer Research UK,Charity/Non Profit,United Kingdom,2018,329799
MR/M019829/1,MRC,Research Grant,Defence Science & Technology Laboratory (DSTL),Public,United Kingdom,2017,329799
MR/M019829/1,MRC,Research Grant,Federal University of Minas Gerais,Academic/University,Brazil,2016,329799
MR/M019829/1,MRC,Research Grant,Miltenyi Biotec GmBH,Private,Germany,2017,329799
MR/M019829/1,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2017,329799
MR/M019829/1,MRC,Research Grant,University of Bristol,Academic/University,United Kingdom,2015,329799
MR/M019829/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2015,329799
MR/M019829/1,MRC,Research Grant,University of Southampton,Academic/University,United Kingdom,2017,329799
MR/M022722/1,MRC,Research Grant,Aix-Marseille University,Academic/University,France,2016,556941
MR/M022722/1,MRC,Research Grant,University of Gothenburg,Academic/University,Sweden,2015,556941
MR/M022722/1,MRC,Research Grant,University of Nottingham,Academic/University,United Kingdom,2015,556941
MR/M024962/1,MRC,Research Grant,AstraZeneca,Private,United Kingdom,2016,6945300
MR/M024962/1,MRC,Research Grant,Bristol-Myers Squibb,Private,United States,2019,6945300
MR/M024962/1,MRC,Research Grant,Cardiff University,Academic/University,United Kingdom,2015,6945300
MR/M024962/1,MRC,Research Grant,ETH Zurich,Academic/University,Switzerland,2015,6945300
MR/M024962/1,MRC,Research Grant,German Centre for Neurodegenerative Diseases,Public,Germany,2018,6945300
MR/M024962/1,MRC,Research Grant,McGill University,Academic/University,Canada,2017,6945300
MR/M024962/1,MRC,Research Grant,Medical Research Council (MRC),Public,United Kingdom,2014,6945300
MR/M024962/1,MRC,Research Grant,MRC Dementias Platform UK,Academic/University,United Kingdom,2016,6945300
MR/M024962/1,MRC,Research Grant,National Institutes of Health (NIH),Public,United States,2018,6945300
MR/M024962/1,MRC,Research Grant,Newcastle University,Academic/University,United Kingdom,2016,6945300
MR/M024962/1,MRC,Research Grant,Observational Health Data Sciences and Informatics,Charity/Non Profit,NA,2017,6945300
MR/M024962/1,MRC,Research Grant,Oxford University Hospitals NHS Foundation Trust,Academic/University,United Kingdom,2016,6945300
MR/M024962/1,MRC,Research Grant,University College London,Academic/University,United Kingdom,2015,6945300
MR/M024962/1,MRC,Research Grant,University of Barcelona,Academic/University,Spain,2018,6945300
MR/M024962/1,MRC,Research Grant,University of Bologna,Academic/University,Italy,2018,6945300
MR/M024962/1,MRC,Research Grant,University of Cambridge,Academic/University,United Kingdom,2015,6945300
MR/M024962/1,MRC,Research Grant,University of Edinburgh,Academic/University,United Kingdom,2015,6945300
MR/M024962/1,MRC,Research Grant,University of Göttingen,Academic/University,Germany,2018,6945300
MR/M024962/1,MRC,Research Grant,University of Luxembourg,Academic/University,Luxembourg,2018,6945300
MR/M024962/1,MRC,Research Grant,University of Manchester,Academic/University,United Kingdom,2015,6945300
MR/M024962/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2015,6945300
MR/M024970/1,MRC,Research Grant,AMR Centre,Public,United Kingdom,2019,599790
MR/M024970/1,MRC,Research Grant,Bachem,Private,Switzerland,2015,599790
MR/M024970/1,MRC,Research Grant,Covance,Private,United States,2015,599790
MR/M024970/1,MRC,Research Grant,Liverpool School of Tropical Medicine,Academic/University,United Kingdom,2019,599790
MR/M025276/1,MRC,Research Grant,Beatson Institute for Cancer Research,Academic/University,United Kingdom,2015,1207373
MR/M025276/1,MRC,Research Grant,Queen's University of Belfast,Academic/University,United Kingdom,2016,1207373
MR/M025276/1,MRC,Research Grant,University of Liverpool,Academic/University,United Kingdom,2019,1207373
MR/M025276/1,MRC,Research Grant,University of Sheffield,Academic/University,United Kingdom,2016,1207373
MR/M025276/1,MRC,Research Grant,University of Strathclyde,Academic/University,United Kingdom,2019,1207373
MR/M026299/1,MRC,Research Grant,Adoreboard,Private,United Kingdom,2014,147722
MR/M026299/1,MRC,Research Grant,Cancer Focus Northern Ireland,Charity/Non Profit,United Kingdom,2014,147722
MR/M026299/1,MRC,Research Grant,De Montfort University,Academic/University,United Kingdom,2016,147722
MR/M026299/1,MRC,Research Grant,Open University,Academic/University,United Kingdom,2016,147722
MR/M026299/1,MRC,Research Grant,Public Health Agency (PHA),Public,United Kingdom,2014,147722
MR/M026299/1,MRC,Research Grant,Public Health England,Public,United Kingdom,2013,147722
MR/M026299/1,MRC,Research Grant,Queen's University of Belfast,Academic/University,United Kingdom,2013,147722
MR/M026299/1,MRC,Research Grant,Queen's University of Belfast,Academic/University,United Kingdom,2016,147722
MR/M026299/1,MRC,Research Grant,Safefood,Public,Ireland,2016,147722
MR/M026299/1,MRC,Research Grant,University College Dublin,Academic/University,Ireland,2016,147722
MR/M026299/1,MRC,Research Grant,University of Glasgow,Academic/University,United Kingdom,2016,147722
MR/M026299/1,MRC,Research Grant,University of Oxford,Academic/University,United Kingdom,2016,147722
MR/M026299/1,MRC,Research Grant,University of St Andrews,Academic/University,United Kingdom,2016,147722
MR/M026299/1,MRC,Research Grant,University of Stirling,Academic/University,United Kingdom,2016,147722
MR/N000331/1,MRC,Research Grant,Cornell University,Academic/University,United States,2016,315509
MR/N000331/1,MRC,Research Grant,Imperial College London,Academic/University,United Kingdom,2015,315509
MR/N000331/1,MRC,Research Grant,Johns Hopkins University,Academic/University,United States,2015,315509
MR/N000331/1,MRC,Research Grant,"National Institute of Chemistry, Slovenia",Academic/University,Slovenia,2016,315509
MR/N000331/1,MRC,Research Grant,Rockefeller University,Academic/University,United States,2015,315509
MR/N000331/1,MRC,Research Grant,University of Grenoble,Academic/University,France,2015,315509
